Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,1290874707493,1291673450238,798742745,-1
0,1,STEP,1291673655437,1291679418803,5763366,-1
1,1,STEP,1291679518502,1291683952776,4434274,-1
2,1,STEP,1291684035375,1291688880346,4844971,-1
3,1,STEP,1291688963546,1291693107621,4144075,-1
4,1,STEP,1291693191421,1291696581300,3389879,-1
5,1,STEP,1291696661300,1291701218073,4556773,-1
6,1,STEP,1291701296572,1291705630647,4334075,-1
7,1,STEP,1291705708946,1291709834121,4125175,-1
8,1,STEP,1291709918021,1291713372800,3454779,-1
9,1,STEP,1291713450400,1291718318371,4867971,-1
10,1,STEP,1291718401070,1291721922050,3520980,-1
11,1,STEP,1291721998649,1291726732421,4733772,-1
12,1,STEP,1291726810820,1291731700591,4889771,-1
13,1,STEP,1291731781091,1291735909666,4128575,-1
14,1,STEP,1291735987966,1291740132641,4144675,-1
15,1,STEP,1291740240540,1291743424022,3183482,-1
16,1,STEP,1291743491321,1291747605197,4113876,-1
17,1,STEP,1291747673996,1291751738572,4064576,-1
18,1,STEP,1291751806372,1291755285251,3478879,-1
19,1,STEP,1291755352451,1291758394832,3042381,-1
20,1,STEP,1291758462532,1291762667507,4204975,-1
21,1,STEP,1291762734707,1291766227286,3492579,-1
22,1,STEP,1291766294985,1291769247068,2952083,-1
23,1,STEP,1291769312667,1291773156445,3843778,-1
24,1,STEP,1291773220944,1291777463719,4242775,-1
25,1,STEP,1291777531218,1291781367296,3836078,-1
26,1,STEP,1291781434895,1291785817569,4382674,-1
27,1,STEP,1291785896169,1291789893945,3997776,-1
28,1,STEP,1291789963244,1291793500823,3537579,-1
29,1,STEP,1291793568023,1291798169396,4601373,-1
30,1,STEP,1291798238995,1291801935673,3696678,-1
31,1,STEP,1291802005373,1291805626151,3620778,-1
32,1,STEP,1291805698551,1291809371229,3672678,-1
33,1,STEP,1291809438329,1291812635409,3197080,-1
34,1,STEP,1291812700809,1291816131989,3431180,-1
35,1,STEP,1291816198188,1291819371869,3173681,-1
36,1,STEP,1291819439569,1291822873749,3434180,-1
37,1,STEP,1291822941548,1291825976630,3035082,-1
38,1,STEP,1291826044930,1291828808513,2763583,-1
39,1,STEP,1291828875213,1291831880695,3005482,-1
40,1,STEP,1291831949095,1291835229175,3280080,-1
41,1,STEP,1291835298275,1291838571355,3273080,-1
42,1,STEP,1291838641655,1291842497332,3855677,-1
43,1,STEP,1291842569031,1291845605413,3036382,-1
44,1,STEP,1291845673013,1291848771394,3098381,-1
45,1,STEP,1291848841394,1291852251074,3409680,-1
46,1,STEP,1291852322373,1291855302055,2979682,-1
47,1,STEP,1291855371455,1291858151339,2779884,-1
48,1,STEP,1291858222438,1291861170621,2948183,-1
49,1,STEP,1291861238720,1291864036103,2797383,-1
50,1,STEP,1291864105403,1291867396983,3291580,-1
51,1,STEP,1291867468583,1291870888563,3419980,-1
52,1,STEP,1291870964162,1291874521541,3557379,-1
53,1,STEP,1291874596041,1291877483623,2887582,-1
54,1,STEP,1291877553823,1291881087402,3533579,-1
55,1,STEP,1291881186201,1291885204877,4018676,-1
56,1,STEP,1291885320377,1291888604057,3283680,-1
57,1,STEP,1291888676457,1291891347641,2671184,-1
58,1,STEP,1291891417040,1291893836026,2418986,-1
59,1,STEP,1291893928326,1291896370911,2442585,-1
60,1,STEP,1291896437311,1291899093295,2655984,-1
61,1,STEP,1291899163994,1291902346975,3182981,-1
62,1,STEP,1291902419075,1291905201258,2782183,-1
63,1,STEP,1291905271058,1291908362740,3091682,-1
64,1,STEP,1291908435139,1291911976718,3541579,-1
65,1,STEP,1291912048718,1291915606896,3558178,-1
66,1,STEP,1291915678696,1291918041082,2362386,-1
67,1,STEP,1291918111982,1291921047964,2935982,-1
68,1,STEP,1291921118764,1291923964247,2845483,-1
69,1,STEP,1291924035846,1291926662731,2626885,-1
70,1,STEP,1291926732430,1291929190116,2457686,-1
71,1,STEP,1291929260115,1291932163598,2903483,-1
72,1,STEP,1291932234397,1291935345379,3110982,-1
73,1,STEP,1291935417979,1291938753159,3335180,-1
74,1,STEP,1291938825358,1291941979439,3154081,-1
75,1,STEP,1291942051039,1291945036021,2984982,-1
76,1,STEP,1291945105421,1291947722005,2616584,-1
77,1,STEP,1291947792805,1291950596488,2803683,-1
78,1,STEP,1291950666288,1291953458371,2792083,-1
79,1,STEP,1291953528971,1291956198855,2669884,-1
80,1,STEP,1291956268754,1291959174837,2906083,-1
81,1,STEP,1291959244337,1291961833921,2589584,-1
82,1,STEP,1291961922321,1291964834203,2911882,-1
83,1,STEP,1291964905303,1291967678586,2773283,-1
84,1,STEP,1291967748686,1291970743868,2995182,-1
85,1,STEP,1291970813868,1291973583651,2769783,-1
86,1,STEP,1291973653151,1291976629433,2976282,-1
87,1,STEP,1291976701633,1291979623315,2921682,-1
88,1,STEP,1291979695215,1291982517298,2822083,-1
89,1,STEP,1291982587798,1291985257282,2669484,-1
90,1,STEP,1291985327381,1291988473763,3146382,-1
91,1,STEP,1291988546062,1291991794443,3248381,-1
92,1,STEP,1291991867642,1291995030524,3162882,-1
93,1,STEP,1291995102523,1291997585708,2483185,-1
94,1,STEP,1291997655108,1292000395292,2740184,-1
95,1,STEP,1292000466891,1292003606673,3139782,-1
96,1,STEP,1292003676772,1292006487655,2810883,-1
