Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,803720933488,804524383777,803450289,-1
0,1,STEP,804524571275,804530426204,5854929,-1
1,1,STEP,804530500403,804534966748,4466345,-1
2,1,STEP,804535036348,804539895688,4859340,-1
3,1,STEP,804539966787,804544283535,4316748,-1
4,1,STEP,804544351334,804547809092,3457758,-1
5,1,STEP,804547876791,804552482135,4605344,-1
6,1,STEP,804552552034,804556923481,4371447,-1
7,1,STEP,804556989280,804561183129,4193849,-1
8,1,STEP,804561250628,804564906183,3655555,-1
9,1,STEP,804564973683,804569924122,4950439,-1
10,1,STEP,804569991821,804573588278,3596457,-1
11,1,STEP,804573655577,804578591917,4936340,-1
12,1,STEP,804578663516,804583854852,5191336,-1
13,1,STEP,804583925152,804588991090,5065938,-1
14,1,STEP,804589124788,804594647221,5522433,-1
15,1,STEP,804594763920,804598843970,4080050,-1
16,1,STEP,804598964868,804604245604,5280736,-1
17,1,STEP,804604365002,804609406841,5041839,-1
18,1,STEP,804609478540,804613677989,4199449,-1
19,1,STEP,804613769788,804617702740,3932952,-1
20,1,STEP,804617813939,804623121174,5307235,-1
21,1,STEP,804623231172,804627614119,4382947,-1
22,1,STEP,804627714718,804631571371,3856653,-1
23,1,STEP,804631691569,804637048404,5356835,-1
24,1,STEP,804637183602,804643528725,6345123,-1
25,1,STEP,804643656124,804649445053,5788929,-1
26,1,STEP,804649582751,804654709589,5126838,-1
27,1,STEP,804654781688,804659926625,5144937,-1
28,1,STEP,804660052324,804664404871,4352547,-1
29,1,STEP,804664477770,804669978603,5500833,-1
30,1,STEP,804670051902,804674446848,4394946,-1
31,1,STEP,804674518247,804678851995,4333748,-1
32,1,STEP,804678956993,804683217041,4260048,-1
33,1,STEP,804683342340,804687167793,3825453,-1
34,1,STEP,804687270292,804691638639,4368347,-1
35,1,STEP,804691749437,804695678489,3929052,-1
36,1,STEP,804695796688,804700080736,4284048,-1
37,1,STEP,804700195934,804703930789,3734855,-1
38,1,STEP,804704021288,804707528045,3506757,-1
39,1,STEP,804707651943,804712348486,4696543,-1
40,1,STEP,804712471585,804716884131,4412546,-1
41,1,STEP,804717011529,804721273877,4262348,-1
42,1,STEP,804721345877,804725621024,4275147,-1
43,1,STEP,804725698523,804729708375,4009852,-1
44,1,STEP,804729801873,804733717926,3916053,-1
45,1,STEP,804733849924,804739470856,5620932,-1
