Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,527266035879666,527266459873208,423993542,-1
0,1,STEP,527266460075416,527266467196125,7120709,-1
1,1,STEP,527266467282500,527266471806208,4523708,-1
2,1,STEP,527266471903416,527266475350500,3447084,-1
3,1,STEP,527266475447583,527266478709833,3262250,-1
4,1,STEP,527266478811458,527266480959125,2147667,-1
5,1,STEP,527266481064291,527266483238458,2174167,-1
6,1,STEP,527266483334250,527266485855375,2521125,-1
7,1,STEP,527266485967333,527266488448750,2481417,-1
8,1,STEP,527266488558000,527266490612875,2054875,-1
9,1,STEP,527266490764208,527266493505750,2741542,-1
10,1,STEP,527266493614791,527266495663166,2048375,-1
11,1,STEP,527266495763458,527266497769958,2006500,-1
12,1,STEP,527266497888958,527266499707833,1818875,-1
13,1,STEP,527266499813000,527266501732666,1919666,-1
14,1,STEP,527266501852666,527266503375500,1522834,-1
15,1,STEP,527266503468916,527266505488625,2019709,-1
16,1,STEP,527266505596041,527266507115625,1519584,-1
17,1,STEP,527266507215375,527266509275083,2059708,-1
18,1,STEP,527266509378791,527266511539708,2160917,-1
19,1,STEP,527266511643916,527266513389708,1745792,-1
20,1,STEP,527266513494916,527266515528875,2033959,-1
21,1,STEP,527266515636166,527266517978750,2342584,-1
22,1,STEP,527266518091333,527266520231458,2140125,-1
23,1,STEP,527266520331833,527266522148166,1816333,-1
24,1,STEP,527266522249833,527266524965833,2716000,-1
25,1,STEP,527266525090541,527266527176875,2086334,-1
26,1,STEP,527266527266875,527266529377916,2111041,-1
27,1,STEP,527266529483791,527266531811583,2327792,-1
28,1,STEP,527266531907583,527266533974166,2066583,-1
29,1,STEP,527266534064416,527266536118958,2054542,-1
30,1,STEP,527266536218666,527266538778458,2559792,-1
31,1,STEP,527266538899750,527266540943500,2043750,-1
32,1,STEP,527266541046375,527266543417625,2371250,-1
33,1,STEP,527266543630041,527266546031375,2401334,-1
34,1,STEP,527266546189708,527266547985916,1796208,-1
35,1,STEP,527266548080416,527266549796916,1716500,-1
36,1,STEP,527266549904875,527266551602541,1697666,-1
37,1,STEP,527266551723541,527266553827083,2103542,-1
38,1,STEP,527266553935416,527266555868041,1932625,-1
39,1,STEP,527266555976958,527266558100791,2123833,-1
40,1,STEP,527266558205416,527266560514791,2309375,-1
41,1,STEP,527266560627958,527266563031916,2403958,-1
42,1,STEP,527266563136333,527266565740875,2604542,-1
43,1,STEP,527266565844208,527266567833541,1989333,-1
44,1,STEP,527266567942416,527266569937833,1995417,-1
45,1,STEP,527266570032416,527266571521916,1489500,-1
46,1,STEP,527266571613875,527266573151625,1537750,-1
47,1,STEP,527266573244958,527266575130083,1885125,-1
48,1,STEP,527266575227416,527266576955291,1727875,-1
49,1,STEP,527266577049291,527266579131250,2081959,-1
50,1,STEP,527266579230708,527266581257250,2026542,-1
51,1,STEP,527266581388625,527266583419041,2030416,-1
52,1,STEP,527266583515875,527266585339708,1823833,-1
