Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,527399203294375,527399599167166,395872791,-1
0,1,STEP,527399599382041,527399605707208,6325167,-1
1,1,STEP,527399605789916,527399609535500,3745584,-1
2,1,STEP,527399609633125,527399613039041,3405916,-1
3,1,STEP,527399613269541,527399616461250,3191709,-1
4,1,STEP,527399616568458,527399619375875,2807417,-1
5,1,STEP,527399619476625,527399622417625,2941000,-1
6,1,STEP,527399622511416,527399624641708,2130292,-1
7,1,STEP,527399624749750,527399626807666,2057916,-1
8,1,STEP,527399626910458,527399628801583,1891125,-1
9,1,STEP,527399628886458,527399631036500,2150042,-1
10,1,STEP,527399631124958,527399633174416,2049458,-1
11,1,STEP,527399633269375,527399635606875,2337500,-1
12,1,STEP,527399635706166,527399637879041,2172875,-1
13,1,STEP,527399637966166,527399639877916,1911750,-1
14,1,STEP,527399639972666,527399642623500,2650834,-1
15,1,STEP,527399642723666,527399645022416,2298750,-1
16,1,STEP,527399645117791,527399649050416,3932625,-1
17,1,STEP,527399649140500,527399651247375,2106875,-1
18,1,STEP,527399651340166,527399653238625,1898459,-1
19,1,STEP,527399653321083,527399655243750,1922667,-1
20,1,STEP,527399655344625,527399657149791,1805166,-1
21,1,STEP,527399657233541,527399658838250,1604709,-1
22,1,STEP,527399658920208,527399660380625,1460417,-1
23,1,STEP,527399660464375,527399662383458,1919083,-1
24,1,STEP,527399662471833,527399664882333,2410500,-1
25,1,STEP,527399664976750,527399666565875,1589125,-1
26,1,STEP,527399666652916,527399668394208,1741292,-1
27,1,STEP,527399668507208,527399670057083,1549875,-1
28,1,STEP,527399670140083,527399671861458,1721375,-1
29,1,STEP,527399671961333,527399673936625,1975292,-1
30,1,STEP,527399674030750,527399675921875,1891125,-1
31,1,STEP,527399676015250,527399678017666,2002416,-1
32,1,STEP,527399678117958,527399680201875,2083917,-1
33,1,STEP,527399680296791,527399682658333,2361542,-1
34,1,STEP,527399682748333,527399684715500,1967167,-1
35,1,STEP,527399684810916,527399686748583,1937667,-1
36,1,STEP,527399686839166,527399689704000,2864834,-1
37,1,STEP,527399689812333,527399691847625,2035292,-1
38,1,STEP,527399691934708,527399694274250,2339542,-1
39,1,STEP,527399694375916,527399696105000,1729084,-1
40,1,STEP,527399696193708,527399698341666,2147958,-1
41,1,STEP,527399698431250,527399700494208,2062958,-1
42,1,STEP,527399700594458,527399702722291,2127833,-1
43,1,STEP,527399702809791,527399704627666,1817875,-1
44,1,STEP,527399704713041,527399706419708,1706667,-1
45,1,STEP,527399706501541,527399709009541,2508000,-1
46,1,STEP,527399709331291,527399711058333,1727042,-1
47,1,STEP,527399711160208,527399713610208,2450000,-1
48,1,STEP,527399713698333,527399716287791,2589458,-1
49,1,STEP,527399716379291,527399718689666,2310375,-1
50,1,STEP,527399718776708,527399720460208,1683500,-1
51,1,STEP,527399720543250,527399722331958,1788708,-1
52,1,STEP,527399722433375,527399724399958,1966583,-1
53,1,STEP,527399724489541,527399726167875,1678334,-1
54,1,STEP,527399726264500,527399728482875,2218375,-1
55,1,STEP,527399728579375,527399731143750,2564375,-1
56,1,STEP,527399731233083,527399732766000,1532917,-1
57,1,STEP,527399732853625,527399734884750,2031125,-1
58,1,STEP,527399734982708,527399736917166,1934458,-1
59,1,STEP,527399737002833,527399739020541,2017708,-1
60,1,STEP,527399739110541,527399740487166,1376625,-1
61,1,STEP,527399740568916,527399742142375,1573459,-1
62,1,STEP,527399742225125,527399744358333,2133208,-1
63,1,STEP,527399744450208,527399747072708,2622500,-1
64,1,STEP,527399747207500,527399749941333,2733833,-1
65,1,STEP,527399750049125,527399751789500,1740375,-1
66,1,STEP,527399751888416,527399753830166,1941750,-1
67,1,STEP,527399753924458,527399756081500,2157042,-1
68,1,STEP,527399756166208,527399758088500,1922292,-1
69,1,STEP,527399758175708,527399760327041,2151333,-1
70,1,STEP,527399760413041,527399762630500,2217459,-1
71,1,STEP,527399762733416,527399765214833,2481417,-1
72,1,STEP,527399765304583,527399766833375,1528792,-1
73,1,STEP,527399766919791,527399768708583,1788792,-1
74,1,STEP,527399768806041,527399770453000,1646959,-1
75,1,STEP,527399770549291,527399772632333,2083042,-1
76,1,STEP,527399772715083,527399774604916,1889833,-1
77,1,STEP,527399774684291,527399776198416,1514125,-1
78,1,STEP,527399776278041,527399779010541,2732500,-1
79,1,STEP,527399779104083,527399780984083,1880000,-1
80,1,STEP,527399781069208,527399783117250,2048042,-1
81,1,STEP,527399783203416,527399785285625,2082209,-1
82,1,STEP,527399785377875,527399787415083,2037208,-1
83,1,STEP,527399787502125,527399789635500,2133375,-1
84,1,STEP,527399789737458,527399791662291,1924833,-1
85,1,STEP,527399791756041,527399793883958,2127917,-1
86,1,STEP,527399793973250,527399795955750,1982500,-1
87,1,STEP,527399796061750,527399797856583,1794833,-1
88,1,STEP,527399797950250,527399799837458,1887208,-1
89,1,STEP,527399799920750,527399801692083,1771333,-1
90,1,STEP,527399801784583,527399803567666,1783083,-1
91,1,STEP,527399803676625,527399805647625,1971000,-1
92,1,STEP,527399805734125,527399807806375,2072250,-1
93,1,STEP,527399807895916,527399810210416,2314500,-1
94,1,STEP,527399810294750,527399812737666,2442916,-1
95,1,STEP,527399812839375,527399815624958,2785583,-1
96,1,STEP,527399815721666,527399817957916,2236250,-1
97,1,STEP,527399818054916,527399820202708,2147792,-1
98,1,STEP,527399820298916,527399822197791,1898875,-1
99,1,STEP,527399822286166,527399824158250,1872084,-1
100,1,STEP,527399824246875,527399826458166,2211291,-1
101,1,STEP,527399826557916,527399829475333,2917417,-1
102,1,STEP,527399829574125,527399832204166,2630041,-1
103,1,STEP,527399832299375,527399834605083,2305708,-1
104,1,STEP,527399834956833,527399837119791,2162958,-1
105,1,STEP,527399837208000,527399839132333,1924333,-1
106,1,STEP,527399839215333,527399841295625,2080292,-1
107,1,STEP,527399841379666,527399843919625,2539959,-1
108,1,STEP,527399844015458,527399846460041,2444583,-1
109,1,STEP,527399846556875,527399848527375,1970500,-1
110,1,STEP,527399848623583,527399850791625,2168042,-1
111,1,STEP,527399850879666,527399852820791,1941125,-1
112,1,STEP,527399852917583,527399854771166,1853583,-1
113,1,STEP,527399854869041,527399856854083,1985042,-1
114,1,STEP,527399856940041,527399858991958,2051917,-1
115,1,STEP,527399859095958,527399860999583,1903625,-1
116,1,STEP,527399861088125,527399864015125,2927000,-1
117,1,STEP,527399864111500,527399866619708,2508208,-1
118,1,STEP,527399866717791,527399868748583,2030792,-1
119,1,STEP,527399868838250,527399870576750,1738500,-1
120,1,STEP,527399870659250,527399872734916,2075666,-1
121,1,STEP,527399872815791,527399874695708,1879917,-1
122,1,STEP,527399874775625,527399876814666,2039041,-1
123,1,STEP,527399876895750,527399879622708,2726958,-1
124,1,STEP,527399879720041,527399881834166,2114125,-1
125,1,STEP,527399881919208,527399884764625,2845417,-1
126,1,STEP,527399884860916,527399887118666,2257750,-1
127,1,STEP,527399887210125,527399889415958,2205833,-1
128,1,STEP,527399889501708,527399891834000,2332292,-1
129,1,STEP,527399891924875,527399893903666,1978791,-1
130,1,STEP,527399893991000,527399895949083,1958083,-1
131,1,STEP,527399896033458,527399897799166,1765708,-1
132,1,STEP,527399897880875,527399900567541,2686666,-1
133,1,STEP,527399900664208,527399903018583,2354375,-1
134,1,STEP,527399903109958,527399905165375,2055417,-1
135,1,STEP,527399905255875,527399907268750,2012875,-1
136,1,STEP,527399907367750,527399908933375,1565625,-1
137,1,STEP,527399909015958,527399910949416,1933458,-1
138,1,STEP,527399911038541,527399913106708,2068167,-1
139,1,STEP,527399913191916,527399915836500,2644584,-1
140,1,STEP,527399915947125,527399918211208,2264083,-1
141,1,STEP,527399918308666,527399920601666,2293000,-1
142,1,STEP,527399920704541,527399922873125,2168584,-1
143,1,STEP,527399922975083,527399925042541,2067458,-1
144,1,STEP,527399925132333,527399927529750,2397417,-1
145,1,STEP,527399927622291,527399930228583,2606292,-1
146,1,STEP,527399930329125,527399932572416,2243291,-1
147,1,STEP,527399932658833,527399934897916,2239083,-1
148,1,STEP,527399934993250,527399937159291,2166041,-1
149,1,STEP,527399937242916,527399940039458,2796542,-1
150,1,STEP,527399940548875,527399942600250,2051375,-1
151,1,STEP,527399942692041,527399944933625,2241584,-1
152,1,STEP,527399945036750,527399948057333,3020583,-1
153,1,STEP,527399948147708,527399950861708,2714000,-1
154,1,STEP,527399950956458,527399953625875,2669417,-1
155,1,STEP,527399953728500,527399956222083,2493583,-1
156,1,STEP,527399956313750,527399958676833,2363083,-1
157,1,STEP,527399958782875,527399961505708,2722833,-1
158,1,STEP,527399961736291,527399965467541,3731250,-1
159,1,STEP,527399965556833,527399969136625,3579792,-1
160,1,STEP,527399969227208,527399971310041,2082833,-1
161,1,STEP,527399971393458,527399974495125,3101667,-1
162,1,STEP,527399974590416,527399976836708,2246292,-1
163,1,STEP,527399976926500,527399979029041,2102541,-1
164,1,STEP,527399979118416,527399982097291,2978875,-1
165,1,STEP,527399982215708,527399984494916,2279208,-1
166,1,STEP,527399984586333,527399986711583,2125250,-1
167,1,STEP,527399986818791,527399988929291,2110500,-1
168,1,STEP,527399989052000,527399990997291,1945291,-1
169,1,STEP,527399991089833,527399993165833,2076000,-1
170,1,STEP,527399993254000,527399995427083,2173083,-1
171,1,STEP,527399995522333,527399998366000,2843667,-1
172,1,STEP,527399998453541,527400000400041,1946500,-1
173,1,STEP,527400000484000,527400003131625,2647625,-1
174,1,STEP,527400003227625,527400005430833,2203208,-1
175,1,STEP,527400005515625,527400007327000,1811375,-1
176,1,STEP,527400007408375,527400009410791,2002416,-1
177,1,STEP,527400009509583,527400011294000,1784417,-1
178,1,STEP,527400011375583,527400013167416,1791833,-1
179,1,STEP,527400013249458,527400016064583,2815125,-1
180,1,STEP,527400016158458,527400018220750,2062292,-1
181,1,STEP,527400018308000,527400019990916,1682916,-1
182,1,STEP,527400020071333,527400024465125,4393792,-1
183,1,STEP,527400024560166,527400027589250,3029084,-1
184,1,STEP,527400027684750,527400029865375,2180625,-1
185,1,STEP,527400029964000,527400031977208,2013208,-1
186,1,STEP,527400032078000,527400034642000,2564000,-1
187,1,STEP,527400034784708,527400036891125,2106417,-1
188,1,STEP,527400036981833,527400039229791,2247958,-1
189,1,STEP,527400039328750,527400041119875,1791125,-1
190,1,STEP,527400041201875,527400043340291,2138416,-1
191,1,STEP,527400043432333,527400045808291,2375958,-1
192,1,STEP,527400045903583,527400048343791,2440208,-1
193,1,STEP,527400048436125,527400050737708,2301583,-1
194,1,STEP,527400050827583,527400053170666,2343083,-1
195,1,STEP,527400053261333,527400055501375,2240042,-1
196,1,STEP,527400055596083,527400057844541,2248458,-1
197,1,STEP,527400057935583,527400060222750,2287167,-1
198,1,STEP,527400060586375,527400062865416,2279041,-1
199,1,STEP,527400063019875,527400066245666,3225791,-1
200,1,STEP,527400066375125,527400069111208,2736083,-1
201,1,STEP,527400069268916,527400071948583,2679667,-1
202,1,STEP,527400072042916,527400074123666,2080750,-1
203,1,STEP,527400074258958,527400076162583,1903625,-1
204,1,STEP,527400076243416,527400078644458,2401042,-1
205,1,STEP,527400078735458,527400080698833,1963375,-1
206,1,STEP,527400080794291,527400082931916,2137625,-1
207,1,STEP,527400083024041,527400085290708,2266667,-1
208,1,STEP,527400085382000,527400087329791,1947791,-1
209,1,STEP,527400087414791,527400089142333,1727542,-1
210,1,STEP,527400089235458,527400091285125,2049667,-1
211,1,STEP,527400091371833,527400093334458,1962625,-1
212,1,STEP,527400093432875,527400095836750,2403875,-1
213,1,STEP,527400095931875,527400098483458,2551583,-1
214,1,STEP,527400098580458,527400100291083,1710625,-1
215,1,STEP,527400100375708,527400102701125,2325417,-1
216,1,STEP,527400102792041,527400104584541,1792500,-1
217,1,STEP,527400104662625,527400106831916,2169291,-1
218,1,STEP,527400106912333,527400109766541,2854208,-1
219,1,STEP,527400109851250,527400112662041,2810791,-1
220,1,STEP,527400112762416,527400115457750,2695334,-1
221,1,STEP,527400115543541,527400117537083,1993542,-1
222,1,STEP,527400117619958,527400120617500,2997542,-1
223,1,STEP,527400120707166,527400123202458,2495292,-1
224,1,STEP,527400123292750,527400125228416,1935666,-1
225,1,STEP,527400125311500,527400129503875,4192375,-1
226,1,STEP,527400129728083,527400138938541,9210458,-1
227,1,STEP,527400139038291,527400143755333,4717042,-1
228,1,STEP,527400144381500,527400153235958,8854458,-1
229,1,STEP,527400153604291,527400158737166,5132875,-1
230,1,STEP,527400158831958,527400163895833,5063875,-1
231,1,STEP,527400164310375,527400169566583,5256208,-1
232,1,STEP,527400169926375,527400172573083,2646708,-1
233,1,STEP,527400172659000,527400175978291,3319291,-1
234,1,STEP,527400176064916,527400180031791,3966875,-1
235,1,STEP,527400180127291,527400184295041,4167750,-1
236,1,STEP,527400184397333,527400188922333,4525000,-1
237,1,STEP,527400189018791,527400192835791,3817000,-1
238,1,STEP,527400193171750,527400200071875,6900125,-1
239,1,STEP,527400200165166,527400206976666,6811500,-1
240,1,STEP,527400207649875,527400211643375,3993500,-1
241,1,STEP,527400211743750,527400217575291,5831541,-1
242,1,STEP,527400217674416,527400223776708,6102292,-1
243,1,STEP,527400223879000,527400228817333,4938333,-1
244,1,STEP,527400228923833,527400233980666,5056833,-1
245,1,STEP,527400234367708,527400238969958,4602250,-1
246,1,STEP,527400239085125,527400241366250,2281125,-1
247,1,STEP,527400241462958,527400245223875,3760917,-1
248,1,STEP,527400245339500,527400248104625,2765125,-1
249,1,STEP,527400248207916,527400253091541,4883625,-1
250,1,STEP,527400253184916,527400255647125,2462209,-1
251,1,STEP,527400255967333,527400259293208,3325875,-1
252,1,STEP,527400259386583,527400262963666,3577083,-1
253,1,STEP,527400263065708,527400266256333,3190625,-1
254,1,STEP,527400266351791,527400268638166,2286375,-1
255,1,STEP,527400268741416,527400272128500,3387084,-1
256,1,STEP,527400272237375,527400274969166,2731791,-1
257,1,STEP,527400275340958,527400277919791,2578833,-1
258,1,STEP,527400278110291,527400281082250,2971959,-1
259,1,STEP,527400281550000,527400286835875,5285875,-1
260,1,STEP,527400287083083,527400292675875,5592792,-1
261,1,STEP,527400292789083,527400296103625,3314542,-1
262,1,STEP,527400296212500,527400299241291,3028791,-1
263,1,STEP,527400299585166,527400303934500,4349334,-1
264,1,STEP,527400304183458,527400308418000,4234542,-1
265,1,STEP,527400308671291,527400311139125,2467834,-1
266,1,STEP,527400311232291,527400317255041,6022750,-1
267,1,STEP,527400317364416,527400319524000,2159584,-1
268,1,STEP,527400319614166,527400323005291,3391125,-1
269,1,STEP,527400323097125,527400325502250,2405125,-1
270,1,STEP,527400325586500,527400327686541,2100041,-1
271,1,STEP,527400327773583,527400330532500,2758917,-1
272,1,STEP,527400330625625,527400333240208,2614583,-1
273,1,STEP,527400333475958,527400336089250,2613292,-1
274,1,STEP,527400336180875,527400339054708,2873833,-1
