Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,733172492021,734073385946,900893925,-1
0,1,STEP,734073555644,734079465462,5909818,-1
1,1,STEP,734079538961,734084030699,4491738,-1
2,1,STEP,734084100698,734088994030,4893332,-1
3,1,STEP,734089063229,734093207771,4144542,-1
4,1,STEP,734093277370,734096702423,3425053,-1
5,1,STEP,734096770422,734101291960,4521538,-1
6,1,STEP,734101361459,734105687099,4325640,-1
7,1,STEP,734105756398,734109971239,4214841,-1
8,1,STEP,734110039138,734113571589,3532451,-1
9,1,STEP,734113635489,734118481221,4845732,-1
10,1,STEP,734118548621,734122050972,3502351,-1
11,1,STEP,734122114671,734127239800,5125129,-1
12,1,STEP,734127320599,734133519813,6199214,-1
13,1,STEP,734133663211,734138012251,4349040,-1
14,1,STEP,734138080650,734142320491,4239841,-1
15,1,STEP,734142388590,734145733844,3345254,-1
16,1,STEP,734145799543,734149947586,4148043,-1
17,1,STEP,734150014885,734154186627,4171742,-1
18,1,STEP,734154255726,734157848276,3592550,-1
19,1,STEP,734157939275,734161164030,3224755,-1
20,1,STEP,734161231029,734165490671,4259642,-1
21,1,STEP,734165557870,734169508015,3950145,-1
22,1,STEP,734169578014,734172958767,3380753,-1
23,1,STEP,734173074465,734177243808,4169343,-1
24,1,STEP,734177324307,734181968542,4644235,-1
25,1,STEP,734182049741,734186940873,4891132,-1
26,1,STEP,734187030472,734191376012,4345540,-1
27,1,STEP,734191456411,734195661653,4205242,-1
28,1,STEP,734195742952,734199423201,3680249,-1
29,1,STEP,734199499900,734204291433,4791533,-1
30,1,STEP,734204372632,734208178179,3805547,-1
31,1,STEP,734208261778,734212134625,3872847,-1
32,1,STEP,734212222823,734216096370,3873547,-1
33,1,STEP,734216176769,734219485723,3308954,-1
34,1,STEP,734219565422,734223095473,3530051,-1
35,1,STEP,734223176172,734226395127,3218955,-1
36,1,STEP,734226474726,734229956278,3481552,-1
37,1,STEP,734230032677,734233109034,3076357,-1
38,1,STEP,734233183033,734235986494,2803461,-1
39,1,STEP,734236060493,734239144451,3083958,-1
40,1,STEP,734239222050,734242541804,3319754,-1
41,1,STEP,734242621602,734245916857,3295255,-1
42,1,STEP,734245998456,734249778403,3779947,-1
43,1,STEP,734249860902,734253041158,3180256,-1
44,1,STEP,734253117157,734256242414,3125257,-1
45,1,STEP,734256325213,734259796365,3471152,-1
46,1,STEP,734259879963,734262973321,3093358,-1
47,1,STEP,734263050820,734265853581,2802761,-1
48,1,STEP,734265945279,734268913738,2968459,-1
49,1,STEP,734268989537,734271804998,2815461,-1
50,1,STEP,734271879697,734275211651,3331954,-1
51,1,STEP,734275289650,734278633404,3343754,-1
52,1,STEP,734278714603,734282370952,3656349,-1
53,1,STEP,734282451451,734285321811,2870360,-1
54,1,STEP,734285397610,734288636565,3238955,-1
55,1,STEP,734288713064,734292177216,3464152,-1
56,1,STEP,734292255315,734295721767,3466452,-1
57,1,STEP,734295808666,734298919823,3111157,-1
58,1,STEP,734299053121,734302528873,3475752,-1
59,1,STEP,734302612972,734305223836,2610864,-1
60,1,STEP,734305303334,734308192094,2888760,-1
61,1,STEP,734308278393,734311555748,3277355,-1
62,1,STEP,734311637447,734314559606,2922159,-1
63,1,STEP,734314639805,734317819361,3179556,-1
64,1,STEP,734317918260,734321574909,3656649,-1
65,1,STEP,734321656508,734326125946,4469438,-1
66,1,STEP,734326261044,734330071291,3810247,-1
67,1,STEP,734330171490,734333508144,3336654,-1
68,1,STEP,734333582943,734336458403,2875460,-1
69,1,STEP,734336531702,734339225665,2693963,-1
70,1,STEP,734339297464,734341816529,2519065,-1
71,1,STEP,734341897628,734345115983,3218355,-1
72,1,STEP,734345242981,734349398524,4155543,-1
73,1,STEP,734349482323,734353522867,4040544,-1
74,1,STEP,734353606866,734356721422,3114556,-1
75,1,STEP,734356803421,734359886579,3083158,-1
76,1,STEP,734359967977,734363058735,3090758,-1
77,1,STEP,734363191233,734366578086,3386853,-1
78,1,STEP,734366686584,734370593830,3907246,-1
79,1,STEP,734370672529,734373551189,2878660,-1
80,1,STEP,734373626888,734377597733,3970845,-1
81,1,STEP,734377711032,734381136584,3425552,-1
82,1,STEP,734381209283,734385068630,3859347,-1
83,1,STEP,734385196428,734389521668,4325240,-1
84,1,STEP,734389646566,734393306216,3659650,-1
85,1,STEP,734393388515,734396632670,3244155,-1
86,1,STEP,734396707869,734399875625,3167756,-1
87,1,STEP,734399951624,734403227578,3275954,-1
88,1,STEP,734403313277,734406500933,3187656,-1
89,1,STEP,734406577132,734409826487,3249355,-1
90,1,STEP,734409921486,734414564021,4642535,-1
91,1,STEP,734414704819,734418966460,4261641,-1
92,1,STEP,734419042959,734422470712,3427753,-1
93,1,STEP,734422548411,734425343572,2795161,-1
94,1,STEP,734425480270,734428856024,3375754,-1
95,1,STEP,734428931122,734432339775,3408653,-1
96,1,STEP,734432414074,734435576330,3162256,-1
97,1,STEP,734435694629,734438539689,2845060,-1
98,1,STEP,734438653688,734441510748,2857060,-1
99,1,STEP,734441626247,734445655891,4029644,-1
100,1,STEP,734445771589,734448458152,2686563,-1
101,1,STEP,734448574850,734451469710,2894860,-1
102,1,STEP,734451587609,734454676666,3089057,-1
103,1,STEP,734454793864,734457506327,2712463,-1
104,1,STEP,734457618725,734460530485,2911760,-1
105,1,STEP,734460643883,734464704627,4060744,-1
106,1,STEP,734464835525,734469506261,4670736,-1
107,1,STEP,734469654759,734474257295,4602536,-1
108,1,STEP,734474418793,734479779218,5360425,-1
109,1,STEP,734479916616,734484147058,4230442,-1
110,1,STEP,734484285356,734488503498,4218142,-1
111,1,STEP,734488591296,734492863537,4272241,-1
112,1,STEP,734492990635,734496291390,3300755,-1
113,1,STEP,734496370189,734499222749,2852560,-1
114,1,STEP,734499301648,734502935898,3634250,-1
115,1,STEP,734503068196,734506000755,2932559,-1
116,1,STEP,734506115554,734510185197,4069643,-1
117,1,STEP,734510268496,734513733748,3465252,-1
118,1,STEP,734513866146,734517383998,3517852,-1
119,1,STEP,734517498296,734520989148,3490852,-1
120,1,STEP,734521101146,734524612798,3511652,-1
121,1,STEP,734524725396,734528071650,3346254,-1
122,1,STEP,734528193948,734531349304,3155356,-1
123,1,STEP,734531471903,734534526660,3054757,-1
124,1,STEP,734534654558,734537900414,3245856,-1
125,1,STEP,734538022712,734541245067,3222355,-1
126,1,STEP,734541361766,734545838004,4476238,-1
127,1,STEP,734545976902,734551322728,5345826,-1
128,1,STEP,734551466926,734556240960,4774034,-1
129,1,STEP,734556384358,734560023307,3638949,-1
130,1,STEP,734560152805,734564563344,4410539,-1
131,1,STEP,734564696042,734568885484,4189442,-1
132,1,STEP,734568982183,734572283837,3301654,-1
133,1,STEP,734572364936,734575910287,3545351,-1
134,1,STEP,734576032385,734580612122,4579737,-1
135,1,STEP,734580733320,734585493954,4760634,-1
136,1,STEP,734585704252,734590098091,4393839,-1
137,1,STEP,734590203189,734594600728,4397539,-1
138,1,STEP,734594714327,734598362876,3648549,-1
139,1,STEP,734598470975,734601534432,3063457,-1
140,1,STEP,734601644531,734604761588,3117057,-1
141,1,STEP,734604874986,734608348738,3473752,-1
142,1,STEP,734608457136,734612473481,4016345,-1
143,1,STEP,734612586979,734616206029,3619050,-1
144,1,STEP,734616315528,734618999390,2683862,-1
145,1,STEP,734619113889,734623879123,4765234,-1
146,1,STEP,734624004221,734628209163,4204942,-1
147,1,STEP,734628334661,734631643415,3308754,-1
148,1,STEP,734631744214,734635230766,3486552,-1
149,1,STEP,734635304065,734638998514,3694449,-1
150,1,STEP,734639073413,734642707162,3633749,-1
151,1,STEP,734642781761,734646131415,3349654,-1
152,1,STEP,734646256213,734651303343,5047130,-1
153,1,STEP,734651436441,734654826194,3389753,-1
154,1,STEP,734654901993,734657785153,2883160,-1
155,1,STEP,734657850952,734662582487,4731535,-1
156,1,STEP,734662716085,734666921227,4205142,-1
157,1,STEP,734667054925,734671975257,4920332,-1
158,1,STEP,734672052556,734675575107,3522551,-1
159,1,STEP,734675649606,734678760363,3110757,-1
160,1,STEP,734678830962,734682415912,3584950,-1
161,1,STEP,734682542611,734687462742,4920131,-1
162,1,STEP,734687572041,734690852995,3280954,-1
163,1,STEP,734690925194,734695512631,4587437,-1
164,1,STEP,734695650829,734699291279,3640450,-1
165,1,STEP,734699423277,734702700431,3277154,-1
166,1,STEP,734702774630,734705749589,2974959,-1
167,1,STEP,734705823788,734708890946,3067158,-1
168,1,STEP,734708962545,734712208200,3245655,-1
169,1,STEP,734712279399,734715174159,2894760,-1
170,1,STEP,734715245758,734718445413,3199655,-1
171,1,STEP,734718534112,734721922865,3388753,-1
172,1,STEP,734721996564,734724617128,2620564,-1
173,1,STEP,734724687527,734727823584,3136057,-1
174,1,STEP,734727940782,734731146838,3206056,-1
175,1,STEP,734731218137,734733973898,2755761,-1
176,1,STEP,734734042697,734737273753,3231056,-1
177,1,STEP,734737345452,734740438809,3093357,-1
178,1,STEP,734740509408,734743110972,2601564,-1
179,1,STEP,734743181471,734747030918,3849447,-1
180,1,STEP,734747104817,734749742580,2637763,-1
181,1,STEP,734749806079,734752595541,2789462,-1
182,1,STEP,734752664140,734755389502,2725362,-1
183,1,STEP,734755458301,734758365261,2906960,-1
184,1,STEP,734758465759,734761832313,3366554,-1
185,1,STEP,734761910612,734765086568,3175956,-1
186,1,STEP,734765156667,734767706331,2549664,-1
187,1,STEP,734767835429,734771035985,3200556,-1
188,1,STEP,734771109584,734774011644,2902060,-1
189,1,STEP,734774081443,734776565709,2484266,-1
190,1,STEP,734776632508,734779292171,2659663,-1
191,1,STEP,734779359970,734782308629,2948659,-1
192,1,STEP,734782380528,734785663683,3283155,-1
193,1,STEP,734785794381,734790017522,4223141,-1
194,1,STEP,734790150520,734794221264,4070744,-1
195,1,STEP,734794350362,734797812714,3462352,-1
196,1,STEP,734797893313,734801459264,3565951,-1
197,1,STEP,734801532663,734804772918,3240255,-1
198,1,STEP,734804847517,734808521566,3674049,-1
199,1,STEP,734808667464,734812599210,3931746,-1
200,1,STEP,734812724308,734815977663,3253355,-1
