Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,756929422930,757733197104,803774174,-1
0,1,STEP,757733364702,757739235624,5870922,-1
1,1,STEP,757739313123,757743692464,4379341,-1
2,1,STEP,757743761463,757748520400,4758937,-1
3,1,STEP,757748593199,757752700244,4107045,-1
4,1,STEP,757752771943,757756132798,3360855,-1
5,1,STEP,757756201497,757760714637,4513140,-1
6,1,STEP,757760784136,757766411961,5627825,-1
7,1,STEP,757766486260,757770657205,4170945,-1
8,1,STEP,757770730304,757774163858,3433554,-1
9,1,STEP,757774233657,757779032193,4798536,-1
10,1,STEP,757779102892,757782586045,3483153,-1
11,1,STEP,757782654744,757787354282,4699538,-1
12,1,STEP,757787424581,757792244617,4820036,-1
13,1,STEP,757792314716,757796386661,4071945,-1
14,1,STEP,757796456360,757800540606,4084246,-1
15,1,STEP,757800609705,757803790762,3181057,-1
16,1,STEP,757803860162,757807860108,3999946,-1
17,1,STEP,757807928807,757811949254,4020447,-1
18,1,STEP,757812018453,757815482606,3464153,-1
19,1,STEP,757815550906,757818561365,3010459,-1
20,1,STEP,757818630764,757822722810,4092046,-1
21,1,STEP,757822792409,757826261563,3469154,-1
22,1,STEP,757826329662,757829279722,2950060,-1
23,1,STEP,757829344521,757833182170,3837649,-1
24,1,STEP,757833251569,757837415514,4163945,-1
25,1,STEP,757837484413,757841328462,3844049,-1
26,1,STEP,757841399761,757845490006,4090245,-1
27,1,STEP,757845560205,757849570952,4010747,-1
28,1,STEP,757849640051,757853109704,3469653,-1
29,1,STEP,757853177603,757857812242,4634639,-1
30,1,STEP,757857905640,757861702790,3797150,-1
31,1,STEP,757861774689,757865437940,3663251,-1
32,1,STEP,757865513939,757869315388,3801449,-1
33,1,STEP,757869383987,757872655444,3271457,-1
34,1,STEP,757872726843,757876190996,3464153,-1
35,1,STEP,757876257995,757879430953,3172958,-1
36,1,STEP,757879499252,757882948406,3449154,-1
37,1,STEP,757883019905,757886023365,3003460,-1
38,1,STEP,757886091164,757888843227,2752063,-1
39,1,STEP,757888911427,757891904787,2993360,-1
40,1,STEP,757891973186,757895212143,3238957,-1
41,1,STEP,757895281942,757898526598,3244656,-1
42,1,STEP,757898593897,757902309648,3715751,-1
43,1,STEP,757902379447,757905372007,2992560,-1
44,1,STEP,757905439706,757908489065,3049359,-1
45,1,STEP,757908558264,757911953919,3395655,-1
46,1,STEP,757912026118,757914988179,2962061,-1
47,1,STEP,757915051178,757917800341,2749163,-1
48,1,STEP,757917878840,757920805901,2927061,-1
49,1,STEP,757920876200,757923654363,2778163,-1
50,1,STEP,757923723762,757927251715,3527953,-1
51,1,STEP,757927340314,757930986365,3646051,-1
52,1,STEP,757931077764,757934679116,3601352,-1
53,1,STEP,757934755415,757937964672,3209257,-1
54,1,STEP,757938038271,757941727222,3688951,-1
55,1,STEP,757941800321,757945335174,3534853,-1
56,1,STEP,757945410373,757948807327,3396954,-1
57,1,STEP,757948879026,757951696889,2817863,-1
58,1,STEP,757951769588,757954367953,2598365,-1
59,1,STEP,757954439952,757957030418,2590466,-1
60,1,STEP,757957103117,757959931479,2828362,-1
61,1,STEP,757960002378,757963182935,3180557,-1
62,1,STEP,757963256435,757966063097,2806662,-1
63,1,STEP,757966132296,757969268054,3135758,-1
64,1,STEP,757969338953,757972878006,3539053,-1
65,1,STEP,757972949505,757976490958,3541453,-1
66,1,STEP,757976562657,757978906426,2343769,-1
67,1,STEP,757978976425,757981962685,2986260,-1
68,1,STEP,757982035484,757984855746,2820262,-1
69,1,STEP,757984926945,757987569810,2642865,-1
70,1,STEP,757987641409,757990132576,2491167,-1
71,1,STEP,757990204775,757993099036,2894261,-1
72,1,STEP,757993169735,757996299294,3129559,-1
73,1,STEP,757996371293,757999703648,3332355,-1
74,1,STEP,757999776347,758002839106,3062759,-1
75,1,STEP,758002910605,758005942865,3032260,-1
76,1,STEP,758006014064,758008633829,2619765,-1
77,1,STEP,758008703128,758011506091,2802963,-1
78,1,STEP,758011577390,758014401052,2823662,-1
79,1,STEP,758014473251,758017152515,2679264,-1
80,1,STEP,758017225314,758020159775,2934461,-1
81,1,STEP,758020231474,758022840039,2608565,-1
82,1,STEP,758022911538,758025819700,2908162,-1
83,1,STEP,758025915898,758028677462,2761564,-1
84,1,STEP,758028748461,758031729621,2981160,-1
85,1,STEP,758031810620,758034596983,2786363,-1
86,1,STEP,758034667582,758037637842,2970260,-1
87,1,STEP,758037709541,758040627302,2917761,-1
88,1,STEP,758040697201,758043511264,2814063,-1
89,1,STEP,758043583763,758046279527,2695764,-1
90,1,STEP,758046350626,758049479984,3129358,-1
91,1,STEP,758049552283,758052875839,3323556,-1
92,1,STEP,758052948738,758056120295,3171557,-1
93,1,STEP,758056193294,758058682061,2488767,-1
94,1,STEP,758058751260,758061474924,2723664,-1
95,1,STEP,758061546823,758064693281,3146458,-1
96,1,STEP,758064765980,758067588542,2822562,-1
97,1,STEP,758067661541,758070488704,2827163,-1
98,1,STEP,758070562203,758073314966,2752763,-1
99,1,STEP,758073387465,758076402625,3015160,-1
100,1,STEP,758076474824,758079041289,2566465,-1
101,1,STEP,758079112089,758081907351,2795262,-1
102,1,STEP,758081979050,758084888311,2909261,-1
103,1,STEP,758084960410,758087634575,2674165,-1
104,1,STEP,758087706374,758090324539,2618165,-1
105,1,STEP,758090395738,758093592495,3196757,-1
106,1,STEP,758093663994,758096657154,2993160,-1
107,1,STEP,758096726853,758099548516,2821663,-1
108,1,STEP,758099617515,758102902371,3284856,-1
109,1,STEP,758102976770,758105930531,2953761,-1
110,1,STEP,758106003430,758109002590,2999160,-1
111,1,STEP,758109072589,758112043349,2970760,-1
112,1,STEP,758112115148,758114867211,2752063,-1
113,1,STEP,758114940510,758117559075,2618565,-1
114,1,STEP,758117630275,758120672034,3041759,-1
115,1,STEP,758120746033,758123444497,2698464,-1
116,1,STEP,758123518296,758126662854,3144558,-1
117,1,STEP,758126736353,758129809612,3073259,-1
118,1,STEP,758129903911,758133327165,3423254,-1
119,1,STEP,758133401764,758136721620,3319856,-1
120,1,STEP,758136794519,758140189773,3395254,-1
121,1,STEP,758140259473,758143549829,3290356,-1
122,1,STEP,758143621728,758146648687,3026959,-1
123,1,STEP,758146722486,758149639947,2917461,-1
124,1,STEP,758149712046,758152828805,3116759,-1
125,1,STEP,758152904004,758155669767,2765763,-1
126,1,STEP,758155740766,758158669927,2929161,-1
127,1,STEP,758158744126,758162123681,3379555,-1
128,1,STEP,758162222179,758165397437,3175258,-1
129,1,STEP,758165472136,758168486096,3013960,-1
130,1,STEP,758168560595,758171320058,2759463,-1
131,1,STEP,758171392057,758174281119,2889062,-1
132,1,STEP,758174390717,758177214879,2824162,-1
133,1,STEP,758177331478,758180249139,2917661,-1
134,1,STEP,758180363137,758183728692,3365555,-1
135,1,STEP,758183843191,758186923850,3080659,-1
136,1,STEP,758187035948,758189865811,2829863,-1
137,1,STEP,758189996409,758193553061,3556652,-1
138,1,STEP,758193661160,758197051215,3390055,-1
139,1,STEP,758197166913,758200208173,3041260,-1
140,1,STEP,758200321571,758203559128,3237557,-1
141,1,STEP,758203673626,758206932783,3259157,-1
142,1,STEP,758207045981,758210841231,3795250,-1
143,1,STEP,758210955829,758214005688,3049859,-1
144,1,STEP,758214118387,758216574554,2456167,-1
145,1,STEP,758216685053,758220414203,3729150,-1
146,1,STEP,758220528401,758223413163,2884762,-1
147,1,STEP,758223526761,758226339524,2812763,-1
148,1,STEP,758226451922,758229389483,2937561,-1
149,1,STEP,758229500382,758232896836,3396454,-1
150,1,STEP,758233009135,758236162093,3152958,-1
151,1,STEP,758236273491,758239658946,3385455,-1
152,1,STEP,758239769945,758242953602,3183657,-1
153,1,STEP,758243069801,758245747665,2677864,-1
154,1,STEP,758245858563,758248815024,2956461,-1
155,1,STEP,758248926422,758252151779,3225357,-1
156,1,STEP,758252263078,758254886943,2623865,-1
157,1,STEP,758254994742,758258125500,3130758,-1
158,1,STEP,758258239198,758261746551,3507353,-1
159,1,STEP,758261857550,758264999408,3141858,-1
160,1,STEP,758265111507,758268661559,3550052,-1
161,1,STEP,758268772658,758272039914,3267256,-1
162,1,STEP,758272154113,758275345270,3191157,-1
163,1,STEP,758275455968,758278293731,2837763,-1
164,1,STEP,758278403629,758281585987,3182358,-1
165,1,STEP,758281696285,758284717745,3021460,-1
166,1,STEP,758284829543,758287794204,2964661,-1
167,1,STEP,758287905202,758290943762,3038560,-1
168,1,STEP,758291055360,758294254918,3199558,-1
169,1,STEP,758294366516,758297216878,2850362,-1
170,1,STEP,758297331777,758300253038,2921261,-1
171,1,STEP,758300373436,758303463595,3090159,-1
172,1,STEP,758303576093,758306273457,2697364,-1
173,1,STEP,758306383956,758309519514,3135558,-1
174,1,STEP,758309630512,758312821170,3190658,-1
175,1,STEP,758312933568,758315746331,2812763,-1
176,1,STEP,758315857529,758319181685,3324156,-1
177,1,STEP,758319294483,758322457741,3163258,-1
178,1,STEP,758322571540,758325206705,2635165,-1
179,1,STEP,758325318103,758328811356,3493253,-1
180,1,STEP,758328925655,758331782417,2856762,-1
181,1,STEP,758331892515,758334768777,2876262,-1
182,1,STEP,758334843276,758337615139,2771863,-1
183,1,STEP,758337686738,758340575000,2888262,-1
184,1,STEP,758340646899,758344010854,3363955,-1
185,1,STEP,758344084353,758347344009,3259656,-1
186,1,STEP,758347417308,758349919975,2502667,-1
187,1,STEP,758349990574,758352904835,2914261,-1
188,1,STEP,758352976434,758355917095,2940661,-1
189,1,STEP,758355988394,758358525160,2536766,-1
