Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
0,1,FirstEvaluation,527333220172375,527333632130416,411958041,-1
0,1,STEP,527333632322958,527333637001166,4678208,-1
1,1,STEP,527333637091750,527333640400791,3309041,-1
2,1,STEP,527333640517958,527333643088083,2570125,-1
3,1,STEP,527333643201833,527333645207333,2005500,-1
4,1,STEP,527333645327583,527333647305916,1978333,-1
5,1,STEP,527333647428708,527333649461250,2032542,-1
6,1,STEP,527333649583375,527333651499833,1916458,-1
7,1,STEP,527333651592250,527333653857166,2264916,-1
8,1,STEP,527333653957250,527333656365041,2407791,-1
9,1,STEP,527333656471708,527333658317416,1845708,-1
10,1,STEP,527333658417916,527333660409041,1991125,-1
11,1,STEP,527333660512750,527333662175375,1662625,-1
12,1,STEP,527333662296416,527333664099083,1802667,-1
13,1,STEP,527333664200416,527333665876833,1676417,-1
14,1,STEP,527333665984916,527333667741250,1756334,-1
15,1,STEP,527333667848916,527333669562541,1713625,-1
16,1,STEP,527333669667416,527333671980291,2312875,-1
17,1,STEP,527333672068708,527333674244791,2176083,-1
18,1,STEP,527333674350875,527333675872583,1521708,-1
19,1,STEP,527333675970291,527333677836833,1866542,-1
20,1,STEP,527333677932458,527333679838791,1906333,-1
21,1,STEP,527333679947500,527333681285791,1338291,-1
22,1,STEP,527333681395500,527333683234166,1838666,-1
23,1,STEP,527333683332875,527333685130375,1797500,-1
24,1,STEP,527333685231666,527333687368708,2137042,-1
25,1,STEP,527333687468833,527333689106041,1637208,-1
26,1,STEP,527333689213958,527333690871416,1657458,-1
27,1,STEP,527333690977541,527333692589250,1611709,-1
28,1,STEP,527333692691833,527333694742125,2050292,-1
29,1,STEP,527333694853666,527333696354375,1500709,-1
30,1,STEP,527333696460750,527333698088375,1627625,-1
31,1,STEP,527333698200833,527333699741125,1540292,-1
32,1,STEP,527333699858291,527333701661125,1802834,-1
33,1,STEP,527333701761291,527333703626833,1865542,-1
34,1,STEP,527333703726250,527333705418416,1692166,-1
35,1,STEP,527333705517666,527333707195750,1678084,-1
36,1,STEP,527333707302916,527333709026125,1723209,-1
37,1,STEP,527333709120250,527333711051166,1930916,-1
38,1,STEP,527333711164208,527333712983416,1819208,-1
39,1,STEP,527333713093791,527333714696708,1602917,-1
40,1,STEP,527333714796916,527333716684458,1887542,-1
41,1,STEP,527333716783000,527333718437000,1654000,-1
42,1,STEP,527333718545041,527333720500458,1955417,-1
43,1,STEP,527333720600708,527333722247958,1647250,-1
44,1,STEP,527333722348875,527333723922166,1573291,-1
45,1,STEP,527333724021791,527333725281750,1259959,-1
46,1,STEP,527333725377625,527333726743916,1366291,-1
47,1,STEP,527333726859000,527333728084791,1225791,-1
48,1,STEP,527333728193041,527333729378375,1185334,-1
49,1,STEP,527333729485750,527333730731666,1245916,-1
50,1,STEP,527333730846750,527333731996416,1149666,-1
51,1,STEP,527333732094458,527333733381708,1287250,-1
52,1,STEP,527333733486416,527333734684666,1198250,-1
53,1,STEP,527333734791416,527333736461583,1670167,-1
54,1,STEP,527333736584083,527333738233125,1649042,-1
55,1,STEP,527333738335708,527333739859666,1523958,-1
56,1,STEP,527333739954666,527333741411125,1456459,-1
57,1,STEP,527333741507500,527333742968333,1460833,-1
58,1,STEP,527333743078125,527333744279458,1201333,-1
59,1,STEP,527333744386250,527333745621958,1235708,-1
60,1,STEP,527333745727083,527333747026125,1299042,-1
61,1,STEP,527333747156916,527333748602000,1445084,-1
62,1,STEP,527333748704750,527333749941250,1236500,-1
63,1,STEP,527333750045708,527333751340625,1294917,-1
64,1,STEP,527333751443166,527333752825500,1382334,-1
65,1,STEP,527333752921416,527333754986875,2065459,-1
66,1,STEP,527333755141291,527333756445958,1304667,-1
67,1,STEP,527333756544500,527333757903500,1359000,-1
68,1,STEP,527333758006250,527333759257208,1250958,-1
69,1,STEP,527333759378666,527333760719291,1340625,-1
70,1,STEP,527333760825208,527333762008750,1183542,-1
71,1,STEP,527333762109375,527333763371208,1261833,-1
72,1,STEP,527333763479041,527333764632458,1153417,-1
73,1,STEP,527333764742833,527333766145875,1403042,-1
74,1,STEP,527333766250625,527333767454375,1203750,-1
